ID,Transcription,duration,duration_bin
ID_NXLPKW,"No, I think this is a hostile move done by a businessman who understands the value of Chiquita.",8.602,long
ID_TGJLIB,Caribbean report has been told that legislation will soon be taken to the parliament to limit attorneys,5.043,medium_short
ID_IZLEBX,Such uncertainty brings about instability and can threaten peace.,4.402,medium_short
ID_RVYPEX,it shows that there is real concern in Washington about the relationship with Latin America and the Caribbean.,6.203,medium_long
ID_TZIHIO,"The Americans are hoping to table their proposals at the World Trade Organization meeting, which starts this month and in Seattle.",5.785,medium_long
ID_UJIBYG,"Unless these arrears are paid, Guyana cannot enter a formal support program with the fund and draw down unfunded resources.",7.465,medium_long
ID_JXQFTP,"Unless Lewis hangs within the next nine months, the government will be forced to commute his sentence to life imprisonment, as dictated by the Privy Council.",8.142,long
ID_FFISML,"The United States, which wields considerable influence within the organization, backs Mr. Moore.",4.943,medium_short
ID_GTYITF,Now he hopes to raise at least two thousand million dollars from its sale to foreign companies interested in running what's said to be a profitable and modern communications corporation.,9.206,long
ID_JMTMQX,Common Acres opposition leader Rosie Douglas.,2.061,short
ID_DJAFVP,But Michael Norton in Port-au-Prince told me that these deportations by the Dominican Republic is just a vast bluff.,7.119,medium_long
ID_EFLGQC,"Ahead of the vote, directors of the corporation have all tendered their resignation.",3.944,medium_short
ID_EHOCOF,"From London, BBC Caribbean Report.",3.201,short
ID_POEIMJ,"David Dodwell, the World Trade Editor with Britain's Financial Times newspaper, has been reading the report.",5.521,medium_long
ID_DJQFWH,Ken Richards in Bridgetown for BBC Caribbean Report.,2.99,short
ID_MYYLTV,"Puerto Rico's only English-language radio station, WOSO, quoted Governor Pedro Rossello as saying he did not want to discuss the general strike.",7.928,long
ID_IDFWCY,"Also, we review the turbulent events in Haiti's march towards democracy.",4.223,medium_short
ID_UIZCXF,"Well, I think it is much too early to make that kind of judgment, but we will certainly take a strong position when necessary.",7.505,medium_long
ID_RKCDBI,Dr. Douglas issued a warning in Bastia today as Parliament debated a motion on secession.,5.283,medium_short
ID_FEPIHK,I'm Oren Gordon and this is BBC Caribbean Report.,2.901,short
ID_DTOCOH,"And even in the context of our imminent return to the dialogue, counterproductive.",8.562,long
ID_AXMOAT,"in a Caesar-like way, whether he should step down.",2.861,short
ID_TBAKYQ,"There are suggestions that Army Commander Desi Boutazer, who resigned shortly before the coup and who has now returned to head the armed forces, was behind the coup.",8.41,long
ID_HZFPCF,That is the problem they should be focusing all their energies on at this time.,5.303,medium_long
ID_AYGXKR,"And throughout the hearing, which was only one and a half days, it was quite clear that they were very rigid in wishing to have a strict interpretation in accordance with Pratt & Morgan and that it would cover Barbados in the same way that it had covered Jamaica and Trinidad.",16.326,long
ID_URRFFG,And the cricketing decision that could make the umpires work easier.,2.942,short
ID_EWAWZL,A Haitian legislature must be in place to ratify these before Haiti in fact becomes a legal member of CARICOM.,6.002,medium_long
ID_BWPFSG,So how much can and should be read into the postponement of the Albright-Carricombe meeting?,5.722,medium_long
ID_MARVXK,Commonwealth watchers believe that that was the beginning of the current line on military rulers within the fifty-four member body.,6.382,medium_long
ID_OCWPKK,Debt relief will be top of the agenda of the IMF and World Bank at the start of their Washington meetings and why the Caribbean is attracting dirty money.,8.287,long
ID_FWQRAW,He noted that he had also visited the school where the incident happened and made the shocking discovery that there was a sentiment there that Dr. Joseph's leadership style contributed to the attack.,10.04,long
ID_CYEGYT,I'm joined now by journalist Keith Stonegraves in Plymouth.,2.302,short
ID_BBYFMW,and Cuban maritime border guards today began an operation they said was aimed at countering possible provocation by what they called counter-revolutionary vessels coming from Miami.,9.276,long
ID_YIVBDS,Greenpeace urges Caribbean governments opposed to nuclear transshipments to put their words into action.,5.525,medium_long
ID_ANCCQD,Some birds may be infected and may actually succumb to the infection.,4.083,medium_short
ID_WTUIIY,We have this report from Michael Norton in Port-au-Prince.,3.002,short
ID_LHPBJU,"By saying this for the very first time, that he would be willing to step down, he will set in process activities and expectations that may make it almost impossible for him to stay in power and retain any legitimacy.",14.947,long
ID_WXRGPX,Grenada to implement the CET by mid-year.,2.82,short
ID_WESJGS,"Just before we came on the air, Cuba's U.N.",2.141,short
ID_POJZBL,I am Keith Stonegraves and this is BBC Caribbean Report.,3.221,short
ID_ILDDHA,"But as Jean-Michel Carrois now confirms from Santo Domingo, the Dominican Republic is about to renege on that agreement.",6.985,medium_long
ID_GTIXPJ,"I advise you to appoint December tenth, two thousand and one as the time when a general election shall be held.",7.826,long
ID_HXZTYR,because they have a problem with their currency.,3.102,short
ID_WVBXBW,"From London, this is BBC Caribbean Report.",3.103,short
ID_ODEFXO,"From London, BBC Caribbean Report.",3.182,short
ID_YEOQTX,Guyana's President Janet Jagan gives way to a younger player at the top of the order.,4.242,medium_short
ID_ETZORF,A call by the Antigua Chamber of Commerce for the government to resign and for the establishment of an interim administration has stirred up much debate on the island.,9.449,long
ID_EORUDD,They've said explicitly that Castro has attended a number of summit conferences in the past,7.701,long
ID_APFUHF,"information to the effect that they are supplying us with seventy percent of our budget, thereby telling the whole world, including Montserratians, what the total budget would be.",13.176,long
ID_DIFMRW,"Hello, this is Hugh Crosskill with BBC Caribbean Report in London.",3.545,medium_short
ID_LKWWAR,"While the Acequibo is expected to remain discolored in the immediate future, the health ministry in Georgetown is advising the public that it is now safe to enter the water to bathe and consume fish, among other activities.",12.829,long
ID_VBYNGA,Martin persist as the country moves into elections.,2.621,short
ID_ZQSYUL,Cuba anticipates few changes in US policy towards the island in the second Clinton term.,4.983,medium_short
ID_IRTDLX,"Lucia's Minister of Tourism, Civil Aviation and International Financial Services.",4.503,medium_short
ID_WMFBGO,"The British aviation minister, Lord Brabazon, says the agreement, if signed, would be the first of its kind, allowing a group of countries to appoint a single carrier, BWIA, to operate on the London route.",12.287,long
ID_KWJQYI,"Details of that response later, but first, this report from Tony Fraser.",3.743,medium_short
ID_BBDJGU,"But as you know, the World Trade Organization is based in Geneva.",3.661,medium_short
ID_BERXCS,"But she said the indicators show that there was a crisis, albeit a silent one, and one that risked becoming deeper.",5.802,medium_long
ID_DSZYQH,"However, the farmers have counted that while they delivered the canes as requested, the canes were allowed to remain at the scales and on the factory floor for up to seventy-two hours because of problems with scales and the mills at the factory.",13.631,long
ID_FVJELX,General Pervez Musharraf seized power in a coup two weeks ago.,3.542,medium_short
ID_HNXKNI,"Hundreds of grandparents have planned a rally in Havana today, and even the soccer star Maradona joined the chorus of people calling for Elian's return home.",8.403,long
ID_LJYFPQ,I'm Bertram Niles and this is BBC Caribbean Report.,2.943,short
ID_ZCFYBU,"Well, I certainly do because I don't believe that people in public office are allowed the luxury of private views impinging and influencing their public duty.",13.669,long
ID_TFEQWD,But at issue is a series of Dutch government proposals for the administration of Curaçao and Aruba.,5.902,medium_long
ID_IWSHAY,"Amnesty International, the organization that monitors human rights abuse worldwide, has just published its second report on Jamaica and the death penalty.",8.925,long
ID_EHYCZY,Birds are known to stop.,2.081,short
ID_VJAZAC,I'm Oren Gordon and this is BBC Caribbean Report.,2.762,short
ID_HSIPWM,So I don't see how you can speak of an attachment of Elian with the father when you have not seen him talk and you have not seen him perhaps the attachment that he has with the family that he's with.,10.504,long
ID_IRXPVM,I am Keith Stonegrave saying goodbye from London.,2.544,short
ID_JPQIBA,they're not going to be bent regardless of your condition.,2.461,short
ID_PYHXXK,Reducing banana prices in the UK affecting banana producers in the Wynwood Islands have been blamed on French flooding of the market.,7.047,medium_long
ID_EONEHO,"the Prime Minister can neutralize all of the opposition parties to the extent that there is no effective leadership available to them, then that would be one positive way of ensuring that come elections, whenever they do, there's nobody or no party capable of challenging him.",16.123,long
ID_VRHULD,"Well, that's it for BBC Caribbean Report.",2.423,short
ID_QKQOFD,"A year after Hurricane Mitch killed more than fifteen thousand and left a million more homeless, the pain and suffering in Central America is far from over.",9.345,long
ID_UMLGKZ,I don't want to give a definitive answer.,2.04,short
ID_WFFPRF,Jamaica's Chamber of Commerce signals its willingness to help tackle violent crime there.,4.724,medium_short
ID_WEKOOA,The unions have given themselves two weeks to negotiate the separation packages with the utilities before they meet again with the government ministerial team.,7.883,long
ID_TCNDXU,The Labour MP will also see for himself the shelters for those made homeless.,4.429,medium_short
ID_SYWDVW,Barbados may benefit from its tax treaty with the US as American firms seek to dodge their own taxman.,5.283,medium_short
ID_RESUUG,And that includes consultation or even reports.,3.603,medium_short
ID_NWNBKS,But how can it come into its own in a country where French is the official language?,4.101,medium_short
ID_RGVWFE,Whether or not the PNC will take up their seats is still a matter of debate.,3.883,medium_short
ID_YTVJYQ,"American Eagle, which planned to put in additional flights today to San Juan, Puerto Rico, had to cancel them in the end due to the adverse weather conditions and the failure of the non-directional beacon",10.663,long
ID_JBJLGJ,"As the new chair of the Caribbean community, Belize is hosting the leaders of CARICOM for the thirteenth intersessional meeting today.",5.925,medium_long
ID_DAZVAR,The trade war between the European Union and the United States is reported to be more likely today after the two sides made little progress on resolving their dispute at the World Trade Organization in Geneva.,12.143,long
ID_IBVCBV,"And in New York, some Caribbean residents face tough decisions about changes to local immigration laws.",5.905,medium_long
ID_NCVVAD,Nigeria's military government told their delegation won't be welcome at a Commonwealth summit in Edinburgh.,5.221,medium_short
ID_LDNHCF,One of the organisers of the action being taken by the private sector is Sir Douglas Lynch of the Barbados Shipping and Trading Company.,6.783,medium_long
ID_JTAGSW,I really don't think we went wrong.,2.481,short
ID_ZUPUVL,"And as President declares state of emergency due to forest fires, constituency by-election in one of Jamaica's inner city areas, and the reggae boys have their sights firmly fixed in France.",10.089,long
ID_SOPZRQ,"I think all of us, most of us, with any sense of national pride, hung our head in shame.",5.442,medium_long
ID_MEISIL,"Have the police taken any action, arrested anyone?",2.221,short
ID_HUBELJ,"And Caribbean football is in the World Cup final, despite the reggae boy's absence.",3.962,medium_short
ID_UOXHWR,"And if we can continue our cooperation, we might be able to reduce the flow even more.",3.581,medium_short
ID_EYUAOL,Haiti faces a hard road getting ready for elections.,3.181,short
ID_GASLWY,Guests banana division about to change hands with Fives and the Wynwood Islands taking charge.,4.845,medium_short
ID_CKDPFD,"The newspaper, which claims to have twenty letters of a similar nature, goes on to quote from some of them indicating that the relationship was a sexual one.",8.307,long
ID_FPINAO,Trinidad and Tobago government continues to press the case for speeding up hangings.,4.523,medium_short
ID_QOTRPY,Caribbean concerns mount as the US-EU trade conflict escalates.,4.163,medium_short
ID_BCULHF,Rohr does admit that it is campaigning mainly for Indian rights.,3.482,medium_short
ID_VVUCAT,"The Court found that the NDC, a legal entity established by an Act of Parliament to administer industrial development and tourism, was largely under the control of ministers of government.",11.029,long
ID_MNIZKD,Caribbean airlines to carry the cost of having sky marshals aboard US-bound flights.,4.583,medium_short
ID_LJNQJF,"The results by narrow margins gave the PNP eight of the thirteen seats in the Legislative Assembly, denying the People's Democratic Movement a third term in office.",7.965,long
ID_ZHMKNJ,This despite an assurance from US President George W. Bush that the Navy will pull out in two years time.,6.045,medium_long
ID_ENWUFX,The doctors in the past have called it an idle threat on the part of the minister.,3.828,medium_short
ID_WCNHJB,Caribbean banana producers say an EC aid program is only a slight movement in their favor and regional citrus growers say even a forty percent CET is not adequate protection for them.,10.963,long
ID_JQHQSA,Lucia Banana Growers Association has resigned following a meeting with the St.,4.121,medium_short
ID_KVBFFI,"In the latest incident of Tuesday, the boat of three fishermen was rammed and sunk.",4.245,medium_short
ID_YVQFZO,"The fires caused by a prolonged dry spell are in the Sand and Clay region, an area about one-third of Guyana.",6.166,medium_long
ID_ZYUIAM,I am Keith Stonegraves and this is BBC Caribbean Report.,3.181,short
ID_OUENAG,Former US President Jimmy Carter snubbed by one opposition party in Guyana and the Commonwealth Development Corporation happy with its level of investment in the Caribbean.,8.967,long
ID_FBBRYB,"But let's assume for the moment that in five years' time or whenever he does step down, what are we looking at?",5.681,medium_long
ID_BWLUOM,We have an obligation to our own principles and to the Cuban people to elevate the pressure on Mr. Castro until the Cuban people once again are free.,10.708,long
ID_UXEAOF,I'm Debbie Ransom and this is BBC Caribbean Report.,3.182,short
ID_TOALFA,"Leader of the Guyanese Parliament, Ripudaman Pasad, has been giving more details on the government's plans to reinstate the opposition People's National Congress to their parliamentary seats.",10.006,long
ID_FXRRCB,"In this edition of Caribbean Report, the first of the new year, we examine the shift in British policy towards the region with Foreign Office Minister Tony Baldry.",8.987,long
ID_CRNAAM,And Haiti's deposed President Aristide has been addressing the permanent Council of the OAS in Washington today.,6.227,medium_long
ID_HEOSJT,"Mr. Bikram says he pleaded yesterday with the PNM government minister to ease his plight, but he began by telling me that the voter padding came out of a campaign strategy meeting by the UNC.",11.022,long
ID_VLNJFO,"Of those, fifty-eight took place in New Providence Island, where Nassau and the country's only prison are located.",5.704,medium_long
ID_AKZEQP,"What the statement will say is, first of all, it will describe all of the things that we have been doing and we're now planning to do in the short term, particularly in relation to shelters and the hospital.",13.065,long
ID_IGEZDH,A huge undercover drug operation by detectives in the English city of Bristol has resulted in the arrests of more than two dozen Jamaicans.,7.722,long
ID_JQOUKB,"And therefore, from that point of view, we do not anticipate any impact as far as our ability to repay that loan is concerned.",6.865,medium_long
ID_EWBEXJ,"Dr. Keith Mitchell is hoping his new national party has been able to remain in office, having been forced into an early poll after losing his narrow eight-seven majority in Parliament.",9.245,long
ID_UTAQDP,"I think the very rapid development, specifically on the island of St.",5.123,medium_short
ID_RNZIXO,I'm Mike Jarvis and this is BBC Caribbean Report.,3.161,short
ID_LCAFBP,Caribbean ministers responsible for trade and development are reporting a breakthrough in their goal of creating the region's first ever single market.,6.726,medium_long
ID_NDZNQU,"At the All-Party Parliamentary Committee meeting today, International Development Minister Claire Short conceded that relief efforts have not run smoothly.",8.324,long
ID_XSAGAP,"The next two months, February and March, indicate that Barbados will have a very, very moderate growth, and I believe that the summer is going to be a little bit more difficult than we have anticipated.",9.368,long
ID_ZHEECK,and not seven clear days in keeping with the provisions of the law.,4.343,medium_short
ID_FWUSHI,"Colin Higgs is the Under Secretary at the Bahamas Environment, Science and Technology Commission.",5.801,medium_long
ID_NKPJRF,"We started by translating Old Testament Bible stories, and that was preparation for going on to the New Testament.",6.524,medium_long
ID_BGZWLT,And Cuban exiles in France plan their next legal attack on Fidel Castro.,4.562,medium_short
ID_WMZMEK,The BBC's Richard Lister reports from Washington.,2.301,short
ID_AGUUYZ,An attempt by some wives of Jamaat al-Muslimeen members to return to their commune on the outskirts of Port of Spain was thwarted by Trinidad security forces today.,10.266,long
ID_PQPVDC,"But, as one headline read, banana skins litter the road to free trade.",4.684,medium_short
ID_GDSZFJ,"I made the observation to the Barbados Attorney General that in Jamaica,",3.381,short
ID_UUGCBD,This is despite the nineteen eighty-nine objective set by CARICOM governments.,3.901,medium_short
ID_NTYLVD,"What you don't want to do, what would undermine the dispute settlement system, is if you had to go through the entire two-year process over and over again, then obviously you're not going to get any resolution to the dispute.",11.247,long
ID_REFGEC,"From London, BBC Caribbean Report.",3.181,short
ID_ZVXHMJ,But the officials in Curaçao and Aruba have rejected the plan.,3.402,short
ID_TVKWEH,"GAD, the Guyanese Action for Reform and Democracy, aims to operate along the lines of the forum organizations now pressing for change in Eastern Europe.",9.786,long
ID_KGPZSK,The US and Europe are reported to be closer to a trade war over Caribbean bananas.,4.223,medium_short
ID_KORQRC,Jamaica has deferred by two weeks its planned execution of convicted killer Joseph Thomas.,4.702,medium_short
ID_KOGWNK,What justifies this action is because there have been significant neglect.,5.065,medium_short
ID_QPJLRQ,Dr. Ralph Gonzales has taken over as the new party leader following the annual convention.,5.016,medium_short
ID_KPFTTW,The reporter Dennis Sampson told me the latest.,2.321,short
ID_CLGNER,So can you categorically state that the Moonies or any group of persons linked to them have not supported or isn't supporting your DLP campaign?,7.402,medium_long
ID_OKLSEQ,Grenada starts its own Truth and Reconciliation Commission.,2.843,short
ID_JMHPHP,I spoke a short while ago with reporter Jean-Michel Carrois.,3.381,short
ID_GWGIFM,The media has been acting very irresponsibly in this situation.,3.922,medium_short
ID_TNQRML,They were protesting against Prime Minister Michael Manley's economic policies and the failure of his PNP administration to control the slide of the Jamaican dollar.,8.771,long
ID_DHGVLT,And the West Indies win the first one-day international on the current Pakistan tour.,4.224,medium_short
ID_CPTRPV,Trinidad and Tobago pollster Selwyn Ryan says Guyana is heading for a close-run race in the mid-December general elections.,7.185,medium_long
ID_GQVZII,"They received some sort of reinforcement, but that still was not able to bring things in that area under control.",6.585,medium_long
ID_JYDMSE,Many windows of vehicles were broken as the,3.021,short
ID_DDSRWL,All we are attempting to achieve is equality in our society.,4.945,medium_short
ID_UNBWUK,You're listening to BBC Caribbean Report.,2.122,short
ID_GGRVVV,Commander Steven Russell is the man who will be spearheading the aid effort to the stricken islands.,4.562,medium_short
ID_ZQLPCQ,Most of the persons alleged to have been associated with the planned attack,5.048,medium_short
ID_YSCECB,How seriously do you think the Ghanese people are going to take this new organization guard?,3.642,medium_short
ID_WGLOGO,"From London, BBC Caribbean Report.",3.203,short
ID_FBGCII,"Instead, it has suggested that a deadline be set for the recommended reforms to take place.",5.223,medium_short
ID_FBKYGE,Serious coastal damage was also done.,2.141,short
ID_OUOOLO,"While there's support for Mr. Todman's position, Kevin Hughes is of a completely different opinion.",5.843,medium_long
ID_QXFAUS,"In a report on the strike, the radio station said the governor also refused to comment on the decision by some shopping centers and banks to close for the day.",9.369,long
ID_NGYDUD,And it's certainly not a confrontational type of leadership.,3.583,medium_short
ID_NSEDGF,"And he's hoping that, like Luke Smith, many a non-Creole speaking person wants to learn the language.",5.742,medium_long
ID_CSBGWP,"that its decision to refuse to lower its rate is consistent with the advice given by the region's umbrella body for telephone companies, the Caribbean Association of National Telecommunications Organizations, CANTO.",11.923,long
ID_VIZWPQ,"So was the summit a success for Caribbean participants, and do they believe that the Commonwealth is managing to move with the times?",6.133,medium_long
ID_PZOHMQ,Trinidad and Tobago's government has been given a two-week grace period from the country's increasingly restless trade union movement.,7.142,medium_long
ID_CADDPY,The fact is that our constitution is not a democratic document.,3.742,medium_short
ID_AZPTYJ,Human rights violations are enormous in Haiti.,3.142,short
ID_DQDNJX,I asked the BBC's Fergal Parkinson whether this was evident among the messages of condolence arriving in Santo Domingo.,5.71,medium_long
ID_UHTXEN,"And in all of that turmoil, at least three other people were shot dead, some in their homes.",6.428,medium_long
ID_AUUUTY,Pete Ninval has more in this report.,2.062,short
ID_WERUMR,We had been hoping that there would be some means of finding a modus vivendi between the two parts of the federated state of St Kitts and Nevis.,11.068,long
ID_TASNRU,The decision was taken today and is the latest in an avalanche of complaints about the U.S.,5.404,medium_long
ID_NOVVUB,The disagreement is holding up the appointment of a CARICOM facilitator.,3.343,short
ID_PZTOSP,Removing three hundred and fifty or so restrictions on things like movement of capital and movement of skilled personnel is no easy task.,8.111,long
ID_JVVKXL,I asked the BBC's Chris Morris in Washington moments ago,3.181,short
ID_VZULOU,Is the free trade area of the Americas in trouble?,2.321,short
ID_RXOZXS,"Sharif Khan, George Tong for BBC Caribbean Report.",2.923,short
ID_CSMTRQ,It's a follow-up to one done in nineteen eighty four and covers the period to the end of November nineteen eighty eight.,6.023,medium_long
ID_CIKBHM,But it all surrounds scarce benefits.,2.401,short
ID_MLXMQD,The Jamaican police last year killed five times more people than the South African police on a per capita basis.,9.826,long
ID_OOQXMT,The Caribbean Conference of Churches has come out with some hard-hitting advice for Guyana.,5.627,medium_long
ID_TEZDOQ,The government of Montserrat has requested fifty thousand of these.,2.987,short
ID_AHJFLQ,"He told our reporter, Pete Ninval, that Lenny was proof of repeated warnings about the effects of global warming.",5.805,medium_long
ID_QYUWFB,Chief Ministers from Britain's Overseas Territories have been pondering proposals from the British Government on their future direction.,6.505,medium_long
ID_TFEJXD,This is Oren Gordon saying goodbye from London.,2.303,short
ID_EIYTAE,much strength being gained until at least the system passes by the island.,4.423,medium_short
ID_ELXTWV,Most members seem to be in agreement that many of the parties were not serious,4.003,medium_short
ID_HVFTEI,"From London, BBC Caribbean Report.",3.183,short
ID_IHZBGD,dollars in preparing your case to go to have any influence at all.,3.842,medium_short
ID_RXHEGG,I'm Oren Gordon and this is BBC Caribbean Report.,2.701,short
ID_ELHLWW,"The European perception, while less forthright, carries the same bottom line.",4.362,medium_short
ID_AOQUUW,"I'm Jessica Robertson, and this is BBC Caribbean Report.",2.88,short
ID_UHOEDK,And a British report says Caribbean birth figures in the UK are on the rise.,4.121,medium_short
ID_HSEEJT,I would just like to say that this is what we negotiated here in London in the United States.,5.403,medium_long
ID_UHFIMJ,"We have shelter management committees consisting essentially of a first aider,",3.122,short
ID_UYQJZB,"Police in Suriname remain on strike for a fourth consecutive day, and Zimbabwe's president arrives in Cuba to meet with Fidel Castro.",7.366,medium_long
ID_WVLKKH,Tough new laws to crack down on political opponents in Cuba and a taste of mass play mass.,5.382,medium_long
ID_FIEXBJ,Nelson Mandela wouldn't need a qualification in politics.,3.642,medium_short
ID_ZWPHPO,Key witness Dr. Charles Fleming fails to show up.,2.76,short
ID_MUIJMD,One of the main areas of cooperation between Guyana and Cuba is in the health sector.,4.564,medium_short
ID_UIJHKF,"I would answer to that, that I cannot see",3.121,short
ID_GOZEWU,"After all, he has been involved in the overthrow of previous administrations.",4.783,medium_short
ID_DJSPKQ,The main losers are bound to be the practitioners of the profession who are seeking to have the right to live and work anywhere in the Caribbean.,10.262,long
ID_TOPKZV,"It picked up again during the break for lunch, when many government workers used the opportunity to exercise their franchise.",6.926,medium_long
ID_YWNGFW,The Caribbean faces even greater marginalization as Europe grapples with growing opposition to political and monetary union.,7.425,medium_long
ID_DZCSDJ,"Already the Dutch government is pledging ten million guilders in addition to five million guilders from the federal government of the Netherlands, Antilles.",7.983,long
ID_IRUKEH,"That is the position, and not only that, but his party has lost popularity tremendously.",4.784,medium_short
ID_UGCBWP,We have finalized the arrangements that we had to do on our side and we are satisfied that we will be in a position to finance the deal.,10.165,long
ID_CFGXLA,Jamco's executive director is Junior Lodge.,2.602,short
ID_PQHOAQ,Christian Aid and other charities will be throwing their full weight behind the debt relief initiative.,5.206,medium_short
ID_QTGQOT,The government is threatening legal action charging the nurses with breaching the essential services law.,5.224,medium_short
ID_UYGRYF,"But at the present time, our aim is to remove that government.",4.063,medium_short
ID_LCOIYW,Guyana to seek help from neighbouring Brazil for fighting forest fires.,4.003,medium_short
ID_EPKXQM,Eastern Caribbean Express is aimed at servicing the growing number of tourists who are taking holidays in the Eastern Caribbean.,6.784,medium_long
ID_HECQJN,The just released results of a study of the country's sea defenses pointed to the need for a coast zone management program.,6.402,medium_long
ID_UGOBBO,"Countries, particularly Singapore, feels that having these tough laws work for us.",5.981,medium_long
ID_TBYBUM,A visit of this kind can only help his image.,2.383,short
ID_MVOGZW,"I just spoke with the police officer and as far as I have been told, there's been no arrest on this issue so far.",5.364,medium_long
ID_LIAUQC,policy issued today says the organization is very distressed over Washington's attitude towards the banana interests of Caribbean nations.,7.924,long
ID_FPXBUF,"I do get on with the business of running the government, and our economy is stronger than it's ever been because of my initiatives.",6.704,medium_long
ID_SYPRTR,Shots were fired and there are unofficial reports that there have been minor injuries.,4.081,medium_short
ID_IRXPRJ,Appointment of ex-army colonel in Jamaica leads to objections.,3.44,short
ID_LMXBCH,"Have they been demanding that relevant subjects be addressed, or is it just a case of you support your party and I'll support mine?",7.282,medium_long
ID_GJTMUL,Neither is it just PNP propaganda.,2.522,short
ID_KPNUOZ,The Guyana Elections Commission has approved the submission of eleven of thirteen political parties who submitted lists of candidates for next month's elections.,9.243,long
ID_XMKIPI,I came here to join my family who have been here since September.,4.801,medium_short
ID_DOALYZ,eruptive event from the Soufriere volcano,2.236,short
ID_PMQCCI,But all of those individuals were housed in covered shelters.,5.664,medium_long
ID_KBDNNQ,"Because you see, coming up in Montserrat years ago, they always tell you about Britain being your mother country and this kind of thing, right?",6.545,medium_long
ID_FWMCYY,"In a short while, we'll have reaction to the news from the region.",2.583,short
ID_HGKCFN,I'm Mike Jarvis and this is BBC Caribbean Report.,3.061,short
ID_CRUTBG,They're also proposing a package of concessions for developing countries.,3.681,medium_short
ID_NBMKTW,Cuba and their tourist industry.,2.004,short
ID_VTNIXQ,They discussed Mr. Douglas' plans.,2.021,short
ID_FMBFRE,A report in British school cites institutional racism for inadequate progress by some Caribbean and ethnic minorities.,6.444,medium_long
ID_EPVPFK,Death toll from Hurricane George could exceed a hundred and ten.,3.761,medium_short
ID_VLEEWW,Nineteen-year-old Bunny Lee was being guarded at the Kingston Public Hospital after being shot and injured in a drive-by shooting.,7.382,medium_long
ID_IHRWWQ,Some Caribbean shippers seem set to ignore a US shipping ban on Haiti.,3.921,medium_short
ID_GSRPRT,Residents of San Pedro de Macorís in the east of the country told BBC Caribbean Report that relief aid has not been filtering through.,7.752,long
ID_TNWMIG,"The fact of the matter is that given our support for the United Nations resolution,",5.683,medium_long
ID_YHUWLK,"In each case, they wound up in St Lucia, which, along with Venezuela, were the two connecting stops en route to their final destination, Dominica.",8.046,long
ID_MAQJZX,Bill Clinton says the region will ride out the economic storm caused by the September eleventh attacks and the Turks and Caicos moves to stem the tide of illegal Haitian migrants.,10.246,long
ID_TSLVPU,Attorney General Mirage took to the floor and read his statement as the legal advisor to the government.,5.161,medium_short
ID_QBVWZE,"As early as tomorrow morning, providing we get rid of all this wind and rain we are experiencing right now.",4.924,medium_short
ID_RRJMGL,"He has suggested that once appropriate allocations are made under the Appropriation Act, that access and the route should be to the Minister of Finance.",16.012,long
ID_ARAYFM,The main meeting of CARICOM leaders starts Tuesday.,2.661,short
ID_JLQLVR,Rosie Hayes reports that Fidel Castro told the two sectors that they had failed the revolution.,4.669,medium_short
ID_KDWFKI,"But no, the year did not end with a bang.",2.841,short
ID_UHFCJH,"From London, BBC Caribbean Report.",3.201,short
ID_FDQKCT,"Do you understand, though, the anger of the countries that have these laws under statute books and don't want to, as they see it, be bamboozled into changing it by the EU?",10.222,long
ID_QBTBKE,"I'm Hugh Crosskill, and this is BBC Caribbean Report.",3.581,medium_short
ID_CXYYIB,"But one is hoping that as time passes and hopefully the current European decision holds, that the tension and the temperature of the debate will subside and it will be possible to carry forward some of those other laudable hemispheric aims.",21.363,long
ID_ZTISZF,The British government says the troops can be withdrawn because the political and security situation in the region has improved.,6.671,medium_long
ID_BMGDZB,"From Geneva, the BBC's Claire Dool reports.",2.281,short
ID_YPROMC,"The union board has had two emergency meetings with President Shankar, the justice police and defense ministers, and the public prosecutor, while several hundred policemen were lined up outside, grimly awaiting the results.",12.552,long
ID_EPUJJF,"Solicitor General Louise Blendman, who appeared for the defendants,",2.669,short
ID_WJPUPI,And a Mexican jazz band entertains the tens of thousands of visitors expected to attend the four-day event.,5.833,medium_long
ID_NJUIVL,"The PNC is claiming that the December fifteenth general elections were rigged and want President Jagan, Janet Jagan, to resign.",6.706,medium_long
ID_GWUMIT,"who pretend to be Englishmen, what, believe it or not, there is an indissoluble link which they have with Africa.",13.516,long
ID_SWCCLL,Lucian Prime Minister reacts to the likely comeback of the veteran former leader and Guyana being urged to sign up to a treaty to protect its forests.,8.084,long
ID_ILENXF,The new banana agreement between CARICOM and the Dominican Republic will not please other ACP suppliers to Europe.,6.843,medium_long
ID_DIBYQR,"hotel records, try to identify who these people are.",3.122,short
ID_XQMVBR,"You don't go to a court and say, this gentleman has stolen, and then tell him to prove he has not stolen.",4.503,medium_short
ID_NUTLPS,Now is the time for the harvest.,3.344,short
ID_GSQAIV,And Guyanese authorities land their biggest drug bust this year.,3.303,short
ID_ALNNFK,The gang of nine in Trinidad have had their death warrants read to them yet again.,4.644,medium_short
ID_MNYDFO,"One, that after ten years' imprisonment, it's cruel to execute them.",3.983,medium_short
ID_XXHWML,"One of these was what Prime Minister Denzel Douglas called the senseless, fatal shooting of British tourist Tony Featherstone.",5.961,medium_long
ID_DNYGTZ,The former Commonwealth Secretary General gets a rough reception in Guyana.,3.806,medium_short
