ID,Transcription
ID_ICAXAK,Elian Gonzalez will be going back to Cuba.
ID_DNUMHB,Vincent and the Grenadines ambassador to the U.S.
ID_VHJSYV,Guyana's Prime Minister Sam Hines has told BBC Caribbean Report he's relaxed about being overlooked for the presidency of the country.
ID_QXIHFL,She said the police came to her for advice.
ID_XDYHDE,The fact that so many people who are seeking the position come out of foreign ministries or diplomatic posts tells you something about the way in which the organization is being suborned
ID_NQZUCI,"I put it to their spokesman, Neil Durkin, that the Commonwealth cannot afford to make value judgments on hangings."
ID_PBRLQL,Outgoing Prime Minister Edison James speaking just after calling a snap election earlier this month.
ID_IFFHLH,"From London, BBC Caribbean Report."
ID_NNOSTL,Montserrat's volcano today began emitting clouds of ash.
ID_JWLNMJ,We've been told this is the most serious hurricane to come this way in a long time.
ID_XYISRV,Ex-soldier Gregory Smith willing to talk about the death of Walter Rodney but not in Georgetown.
ID_VXRIBF,This is the first time I've ever travelled this way and it will be the last.
ID_AYRKCD,And a forty-two-year-old Frenchman comes ashore in Barbados after a record-breaking two thousand five hundred mile swim.
ID_XEWEXZ,"To mark the occasion, today's program is extended to forty five minutes as we discuss the future of the Caribbean region and its relationship with a more united Europe come nineteen ninety two."
ID_GTHPPF,American Senator Jesse Helms speaking candidly to the United Nations Security Council earlier today.
ID_BWRFAJ,So I asked host foreign minister Brian Alleyne
ID_YYXFIV,Caribbean jurist Telford Georges has found that the Attorney General of Trinidad and Tobago was illegally attempting to influence the judiciary.
ID_YPXHJV,And a winner-bust situation for the West Indies team.
ID_SVNOOT,Several shots were fired at them from a minibus which was parked in a dark alleyway nearby.
ID_SMUDVP,And the final wording of the document for the leaders to sign goes like this.
ID_LNMZHN,"From London, BBC Caribbean Report."
ID_HREQMY,"The more than two hundred inmates staged the action for at least two days before one of their demands, a meeting with the prison officials, was met."
ID_XHWUAG,"From London, BBC Caribbean Report."
ID_AKLXTL,"They've been divided, for example, on the issue of passports, with Britain removing their right of abode more than thirty-five years ago."
ID_CMYQGR,"Well, the consultants looking into LIAT recommend a twenty percent staff cut and cuts to the fleet."
ID_IUUHDQ,"The passengers, all lesbians, were quickly shuttled away from the capital, Nasa, to a private island for their stay."
ID_OZJKED,Caribbean countries state their case at the toxic waste conference in Switzerland.
ID_SUIQSP,"However, officials like Junior Lodge still believe the banana industry is very vital and are worried by the chess game being played around that product."
ID_OQYRDW,They have strenuously denied any links to the attacks.
ID_RGQEXO,This was because the names of the others were not on the lists at the polling place.
ID_CAITNQ,"The British government has taken a decision to deport Dr. Masri to Dominica following pressure from the Saudi Arabian royal family, against which the dissident has vigorously campaigned."
ID_KJVXKN,Senator Reginald Furley was reacting to a lengthy list of alleged non-tariff barriers within CARICOM compiled by a joint public and private sector watchdog committee.
ID_DIFIRS,And election fever is heating up in Dominica and Grenada.
ID_TXHAMF,And we have a special update on the CARICOM Summit.
ID_VSMRYN,Although opposition leader Mr. Desmond Hoyt left today for St.
ID_ZDCIMZ,"Barbados' police commissioner wants more officers, some two hundred and forty of them."
ID_VFINEI,But cricket lovers are hoping that matter will take a back seat for the moment.
ID_UDYESJ,"So if you were to allow them to vote, theoretically, they can elect a government outside Montserrat to govern the people in Montserrat."
ID_YKCHDE,"From London, BBC Caribbean Report."
ID_JFTTXI,I'm Oren Gordon and this is BBC Caribbean Report.
ID_JVCHPM,Avril shored up the house of Duvalier.
ID_GZOOZX,They have calculated that only a clear indication that they have large numbers of workers on their side will influence government policy.
ID_VNPITX,"That is simply a sign of the deep power struggle that is now going on in Haiti between factions that once were of the same mind, but now found themselves without an agenda, without a purpose, and to some extent"
ID_ADWUJM,"It's now expected to be the subject of further discussion there, as Colin Smith reports."
ID_BZOOES,US and EU representatives preparing for a fresh bout in the banana trade war under charges of outside interference in Haiti's domestic politics.
ID_JQTNAO,"The contentious tourism ministry, who's going to run it in the meantime?"
ID_EANSMY,"Over the next few months, before Violeta Chamorro is inaugurated,"
ID_WEXVPD,"And we have already told them that we would like them to do as well as possible or to ensure that there's a speed up, especially at a time like this when we need employment."
ID_PCDRBS,Pressure from the ACP and EC delegates forced the Dominican government to give their assurance that Aristide will be welcomed there and that adequate arrangements for his security will be made.
ID_CBCYNY,The House of Commons Committee on Montserrat will hear from International Development Secretary Claire Short.
ID_BTVADU,A history of British colonialism is what binds Belize to the region.
ID_QLHWTR,The judge also said the court cannot order the president and the cabinet to demit office and they will remain in office by order of the court.
ID_WAYLRZ,"The devices found, he says, are identical."
ID_GAAARG,CARICOM Secretary General warns of the implications of NAFTA membership.
ID_HCJDHK,"He told me it's unfortunate that Guatemala has reopened the matter of taking the dispute to arbitration, but Belize will not be going to the International Court."
ID_SQLROV,Jean-Michel Carrois for the BBC Caribbean Report in Santo Domingo.
ID_ECFERX,I'm Emma Joseph and this is BBC Caribbean Report.
ID_FMXCEY,A truck drove by one of the main avenues of town.
ID_GHUKCT,"Lucia's UN ambassador, Julian Hunt, says it's a good opportunity for the region to get its concern on the global agenda."
ID_LBDTOE,He explained that Morgan had been complaining of feeling ill since early in April and had in fact been paying visits to the hospital and receiving medical attention.
ID_BYSXMI,Solomon's execution took place this morning.
ID_ZIUHHN,Barbados' private sector calls for the Prime Minister's resignation.
ID_XRHRAQ,I'll be speaking with the Chairman of the Commons Committee in a few minutes.
ID_KWIVEM,How far has the Bahamas gone in regulating its offshore banking industry?
ID_NLFRMZ,"What portfolios are you going to keep for yourself, Mr. Douglas?"
ID_GMGQEX,"Head of the Trade Union Congress, Lincoln Lewis, said union members have cancelled their talks with the government until the police shooting matter is cleared up."
ID_SXCJTD,"Well, I'm very pleased indeed that my party won more seats than any other party."
ID_RPCSKE,A significant number of people showed up for the funeral of Lyndon London yesterday.
ID_KZPAQB,About a thousand members of the Thirty-Two Trade Union movements have demonstrated in the capital to protest about the fate of the deportees who they said were wandering jobless and homeless throughout the country.
ID_SBNFLL,"John, how much of a concern is that amount of rain?"
ID_ADAUYC,We were given that assurance in Brussels as well.
ID_HOBEYE,The Economic Commission for Latin America and the Caribbean says Caribbean countries need to seek a phased entry into the free trade area.
ID_HBSFKQ,"They're not encouraging competition, if we could put it that way, and probably not delivering to the consumer the best deal that he or she can get."
ID_LNFSJJ,And the Windies' victory puts talk of a cricketing decline on hold.
ID_AFJSOY,Just a reminder that... This and our other programmes can be accessed on our internet website at www.bbc.co.uk forward slash Caribbean.
ID_TVLIGO,The issue of whether Mr. Joseph goes or stays will be settled on October twenty-fourth at an emergency shareholders meeting of the St.
ID_HUUZMT,"Suriname's trying to come to grips with alleged threats of terrorist acts, and we examine the move towards inter-island hassle-free travel."
ID_XMTPVG,Lord Kitchener has died of a rare blood disease in a hospital in Mount Hope.
ID_YKIGEJ,Lucian's will have to wait another month for this to take effect.
ID_XCVKJR,Prime Minister Michael Manley and President Bush have spoken of his frustration at the failure of the Geneva talks and the refusal of the Iraqis to accept his letter to President Saddam Hussein.
ID_EXUAOY,They would be right to take offense if anyone suggested
ID_NJULCR,"Public Utilities Minister Ralph Mirage, who is a brother of Ocasipal, has resigned from the cabinet in protest."
ID_KREXUY,But I believe at the time the debt was not five million.
ID_JUKXBL,And that goes for both politics and economics.
ID_JQCAKA,Unemployment is at an all-time low.
ID_CQYMXZ,"The team of British officials spent Thursday on Montserrat,"
ID_EIUZCI,Meetings with Foreign Minister Malcolm Rifkind and Minister of the Foreign and Commonwealth Office Nicholas Bonsor have been scheduled.
ID_ALDCBV,that it wants to make in respect of these matters.
ID_WTAGKU,but under the watchful eyes of the Dominican people.
ID_XGJNBS,"During a visit to Haiti last month, Mr. Caputo thought he had achieved full agreement with Haitian leaders on the creation of a multinational observer force."
ID_VWMFYB,The parliamentarians reportedly rejected the fourteen candidates proposed by the Roman Catholic priest before he gave his blessing to Theodore.
ID_BJKGVY,I'm Ken Richards and this is BBC Caribbean Report.
ID_LUSPIS,and democratic growth for our Cuban neighbors.
ID_WHLJHV,He also said that the agreement does not necessarily mean the end of the protests.
ID_OROQLC,Welcome to today's special edition of BBC Caribbean Report.
ID_JEQCBX,Keystone Graves has been trying to find out why this is so.
ID_DFKOXL,and has insisted in its recommendations or its brief that it presented to the president before today's meeting that it would not go or it would not opt for bilateral talks with the president.
ID_LBJLHY,"We have two very good candidates, and we are going to announce our third candidate shortly, who will be contesting against Premier Emery."
ID_SDKLNS,The new agreement was arrived at after some hard talking in Brussels between the EU and the ACP.
ID_PFXZPE,It is currently at seven point five percent.
ID_BSDDUA,The President of Haiti's State Council warns that the country is heading for another election bloodbath.
ID_SDFLCM,"Well, most of the folks, Ken, were staying in churches and"
ID_ENWPGS,"We have to fight against corruption as a major target, he said, and he's optimistic that it will be part of a new agreement."
ID_LONNGF,I will not think that we would have a lot of further discussion on this matter in this forum.
ID_NJDQEZ,"I haven't been able to read the full statement yet, but it certainly is an interesting statement and is one of the possible options that the Caribbean as a region will have to look at."
ID_VOUELT,"The strategy has the support of American boxing legend George Foreman, as Pete Ninval reports."
ID_ETKQWQ,Colin Smith reports that the intervention of the Minister of Home Affairs has brought the situation under control.
ID_IQDZZG,"The necessary housing is clearly not here, but we have to deal with the situation as best we could as it is."
ID_OHDYYS,What we therefore have to do is to find a way of widening and deepening CARICOM without hurting the small economies.
ID_TZIIXN,"It says if peace returns to Haiti, it will be because the army feels it has won."
ID_TRGUEQ,Police in England have arrested dozens of Jamaicans in a major anti-drug operation.
ID_XJZLTK,"Well, if it's a tall order, what is it?"
ID_SLIKDI,"After the votes are counted immediately after the polls,"
ID_UJHIAE,"There has been some trees uprooted, the roads damaged, of course, severe flooding."
ID_SBYEKP,The venture will mean an investment of around US.
ID_FIBDSF,"Demonstrations in Trinidad and Tobago, cuts of the country's oil belt."
ID_ESDUPI,A Wynwood Islands pact with the United Nations intended to reduce debt and provide help for OECS banana producers.
ID_QNJDDR,"The country's Secretary of State for Foreign Affairs, Senor Joaquin Ricardo, said his government would abandon plans for the export of bananas to Europe since they so angered CARICOM's banana-producing countries."
ID_SXQYQB,A helicopter was sent to the scene and Portia Simpson of the ruling People's National Party had to intervene to try and have the Labour leader released.
ID_IAKNWX,I'm Mike Jarvis and this is BBC Caribbean Report.
ID_LJZKNN,Lucia's two main political parties lash out at each other ahead of Friday's general election.
ID_JTEEBH,The Dominican Republic has begun three days of mourning for the one hundred and seventy-five Dominicans who perished in the crash of an American Airlines plane on Monday.
ID_JBQAHQ,"The Panamanian president also expressed a similar view, but Cuba's Fidel Castro stood firm against these pronouncements."
ID_MOIWAH,The insurance executive indicated that to date his company has settled some of the claims.
ID_ZYEAGZ,Mayer was responsible for human rights within the U.S.
ID_RREFIJ,We will certainly be indicating to them
ID_SKVKGX,"OAS foreign ministers who've been meeting in Washington approved a resolution calling on all members to pursue, capture, prosecute, and if necessary, extradite anyone connected with terrorist activities."
ID_QIZBDW,"In the final analysis, how well we manage the economy is going to depend on the extent to which we have improved the quality of life of the citizens of the region."
ID_EMJIRB,"One year after Hurricane Mitch, Central America still suffers and the lost crew of the Phantom is remembered."
ID_KQQICO,"The objective is to destroy the banana regime, and you know quite well that our role has been to defend and safeguard the regime."
ID_QACCRY,"Mr. Byrd's Labour Party now holds twelve of the seventeen seats in the House of Representatives, the opposition United Progressive Party, four, and the Barbuda People's Movement, one."
ID_NQSMUA,"The Haitian government has announced that it will bring charges against a former military leader, Raoul Cedras."
ID_XCAABY,William Trant represents Montserratians living in the UK.
ID_GKETVD,"At first there was no rain, just wind."
ID_VUXAWN,Police are continuing their search for the remaining prisoner on the run.
ID_SMEUPB,"The other person nominated, the UWP's only Member of Parliament, Louis George, has questions surrounding his health."
ID_JIWOEC,And Australian manager Bobby Simpson says a batting of Karl Hooper made the difference in the one-day internationals.
ID_WMRNPE,The Regional Development Office in Barbados was responsible for coordinating these programs.
ID_CQCEXR,"Miami, BBC Caribbean Report."
ID_PYQPSN,The facilities that the individuals had for putting on their protective clothing were inadequate.
ID_NRHTSM,"In a move that could only give renewed credence to his off-stated commitment to reconciliation and dialogue, Prime Minister Lewis today disclosed it was he who had approached the St Lucia Christian Council asking that its chairman, Theophilus Joseph, mediate in the impasse."
ID_SFIQCI,"Some estimate that about seventy-five percent of the more than one hundred and ten thousand registered voters may have turned out for this election, which is a considerable increase over nineteen ninety-two, when a little over fifty percent turned out."
ID_TMVRES,"to the residence of the Prime Minister, that's Prime Minister Basdeo Pandey, and another bomb threat at his office."
ID_FDSKTC,"Prime Minister Kenny Anthony, who declared Tuesday a national holiday, said the country had spoken and it was a time for renewal."
ID_VMOYJR,was conveying its conviction that Guyana's economic recovery effort merits international help.
ID_FOFSQZ,George's because of the pre-trial publicity given to the case.
ID_TSKUMA,"With the society dividing and emotions rising, some civic organizations have called for a postponement of the debate."
ID_PSGTWX,I'm Oren Gordon and this is BBC Caribbean Report.
ID_HBSIQK,"And according to the French and the British, they actually annulled the main principle of the accord agreed last year."
ID_VCFAMH,"is planning to ship a lot of them back to Port-au-Prince, a move that has incensed at least one U.S."
ID_JRPIJS,Antigua's Prime Minister Lester Bird has called for calm heads in the face of three governments' demands for the region's airlines to settle their differences or have leaders jump in to settle them.
ID_FRJSJC,"Mr. Collymore, you said to me earlier that this is a new experience for you."
ID_GXFPNU,"That was yesterday, and Mike Finlay has just returned from today's session."
ID_CBERAU,I'm Leslie Goff and this is BBC Caribbean Report.
ID_WQREBV,This will probably mean that perhaps four to six Cuban channels will be transmitting regular programs which may not be interfered with.
ID_TWNLNX,I'm Ken Richards and this is BBC Caribbean Report.
ID_QIDZIN,"At a public meeting last night in North London, Joy Gardner's mother, Myrna Simpson, described what she believes happened."
ID_NGERYG,Some countries felt that prisoners effectively escaped hanging by drawing out the appeals process.
ID_IFNZWO,"From London, BBC Caribbean Report."
ID_FFRURX,"Well, certainly, Debbie, and it depends on how you define what a cartel is."
ID_LWLDNN,Montserrat pays tribute to its volcano casualties.
ID_RCIJJL,"And it now turns out that Clinton has been converted, certainly in the mind of the Haitians, from being a humanitarian figure into a person who cynically assesses a situation and does precisely what he said he wouldn't do."
ID_JKXVVR,"Well, the organizers say it's an indefinite strike, but most likely people think that after this first day of relative success, they will probably claim a major victory and stop the strike."
ID_MVVSPN,This is BBC Caribbean Report.
ID_NWCOLR,"But the question is, where do the Muslimin go from here?"
ID_UQEYRO,"They say if the fifteen million is not paid, they could decide to leave their canes in the field."
ID_ZLCQQD,That debt now stands at nearly five billion US dollars.
ID_DRHCUJ,"He was a great cricketer, no doubt about that."
ID_HPPOIB,What's the position with the coalition between your party and that of Mr. Banks?
ID_PBKITQ,And my job is to position them and to make them available to the delegates of the party when the time comes to make their selections.
ID_RNNESS,"Well, I think this has been a most successful charm."
ID_SNRAKB,"Legal advice is being sought by the Attorney General to see whether anybody is culpable with the assurance that if anybody is culpable, then appropriate charges will be laid, whether they come from the media or not, or whether they are reporters or not, whether they are editors or not."
ID_VJDFRB,"From London, this is BBC Caribbean Report."
ID_HUBUNZ,I asked him why the spate of jailbreaks.
ID_WFQQLQ,Your position is then that the Dominican Republic will export bananas to Europe but will for the time being at least go only to the markets not serviced and not protected for CARICOM banana producers?
ID_UUUZDO,They're planning the cultivation of organic fruits to such a degree as to be a virtual takeover.
ID_CSQLAB,A number of Caribbean governments are yet to respond to a recent call by the European Union for a moratorium on executions with a view to abolishing capital punishment.
ID_BCIZSJ,"Fiji is very excited about becoming the home of the next convention, to be named after the capital, Suva."
ID_FKOWSZ,"Even the government of Barbados was missing, as well as the official opposition, coordinator Manzo Nadir, citing communications difficulties for their absence."
ID_JJPZGB,It is a little bit difficult to say what the proposals are because it is not permitted to me.
ID_SFHAML,"Major producers such as China, Hong Kong, Korea and India had previously argued that all preferential treatment such as that enjoyed by Caribbean exporters should be removed."
ID_QHHGQR,While there was a strong delegation of African-American congressmen and women in St.
ID_IAKMGL,"Do you think there was anything that the Caribbean could have done to get, as you say, a more bankable assurance, something more binding than the joint declaration?"
ID_EHUWJN,And the latest figures released by the U.S.
ID_YEBAMI,I'm Ken Richards and this is BBC Caribbean Report.
ID_QLAAQM,"But with respect, Lord Gifford, the question for them is not the right to life."
ID_XQOMLV,"From London, BBC Caribbean Report."
ID_PZSNWB,I'm Carol Orr and this is BBC Caribbean Report.
ID_XPNFOX,"The incident has also sparked off a heated debate between the country's political parties, who have issued several statements over the past few days."
ID_ZRDVRP,from London BBC Caribbean report welcome to a special edition a roundup of reports on key stories from nineteen ninety seven across the region this time of year we tend to our correspondence for their look at main stories making the news I'm Debbie ransom and welcome to from our own Caribbean correspondent
ID_VKWCLX,"If problems do arise, some form of financial compensation could be considered."
ID_ESFOOP,And so that's what our emphasis is right now.
ID_NXZBHB,Some have been congratulating themselves that the five-hundred-billion-dollar global cost of wine-to-key readiness was well spent.
ID_UJRNJP,"For BBC Caribbean Report, this is Mike Jarvis in Dutch St."
ID_FYEQMF,The Bahamas government says it will compensate the hundreds displaced in the fire that swept Bay Street in central Nassau two days ago.
ID_HKIHJA,The first tour match against the Nike Oppenheimer XI is on Tuesday.
ID_IRIPTJ,"back to Manchester and demonstrate that you intend to live here, that you would be able to vote."
ID_AZTTRE,Leaving by boat is not the route to freedom.
ID_RGDHZB,"Well, today I telephoned the head of the Dominican UK Chamber of Commerce in Santo Domingo, Senor Fernando Gonzalez."
ID_HOKUSI,"Cuba could become the seventy-second member of the Africa, Caribbean and Pacific grouping when a new trade and aid agreement is signed in three months' time, and six other countries have applied for ACP membership."
ID_AIFPTD,is not a matter which influences our own policy.
ID_KJZCDD,"Up to last night, heavy smoke blanketed the city from fires lit by looters."
ID_FCXXUF,I asked him what they'd done to tighten up their banking laws since being put on the blacklist.
ID_TCAILA,Thirty-four people killed as a Cuban plane crashes in the Dominican Republic.
ID_XLHUQG,A tropical storm warning is also in effect for the Cayman Islands.
ID_WHDLUQ,The Vieques Accord is the agreement that replaced live fire bombing on Vieques with inexplosive ordnance.
ID_OYZWMH,They begin with the dismissal of the court challenge by opposition leader Baldwin Spencer by an OECS High Court judge.
ID_AQPXMR,but to ensure that there is good governance along the principles of involvement of the civil society in the decision-making process.
ID_MVOMJQ,The possession of certain chemicals used for cocaine processing is not punishable under Surinamese law.
ID_VZXRDG,He said the alleged action is embarrassing to him and to the USA.
ID_GSKLIX,told BBC Caribbean report that this fact would make a significant difference to the way in which
ID_GXPTQN,that it is an issue which his party is very concerned about.
ID_CXJCUC,And the West Indies make an impressive start to their one hundredth test match against England.
ID_BHNWSE,Vincent and the Grenadines unwittingly enters the pages of history.
ID_ZRIZYI,"While this General Assembly has no enforcement authority, its resolutions and recommendations to member states carry political and moral force of majority approval."
ID_UTVVUT,"in my experience, that when we would meet with individual leaders from the Caribbean, that they would say, what can you do for my country?"
ID_YAGMVE,"After a fairly long team meeting this evening, the West Indies have named thirteen, leaving out Nehemiah Perry and Keith Atherton."
ID_PLKOGS,Sandra Baptiste joins me now live on the line from the conference centre in Port of Spain.
ID_HWAVME,"The jails at the Hunts Bay, Constance Spring, and Halfway Tree police stations have been served with notice of closure."
ID_EHGERH,The Yes for Independence lobby lost the vote by a mere fifty thousand votes.
ID_KLPZPJ,"Debbie Nash in Nassau, Bahamas for BBC Caribbean Report."
ID_INTKFH,"Market forces are responsible for the current sharp decline in banana prices, resulting in farmers being paid ten cents less per pound."
ID_NBMEID,Is it still going ahead despite the report's reservations?
ID_KEGDEQ,And economic relations between Cuba and the Soviet Union are becoming increasingly strained.
ID_FIPQPJ,"The protesters then moved into Georgetown, where they attacked the office of the president."
ID_AJFSOV,The press release always says that the man had a spade or a cutlass or even a weapon and resisted arrest and was shot.
ID_PCHLSM,The court itself would then be inaugurated in October next year.
ID_AGIVLN,"Today, Police Commissioner Hilton Guy told BBC Caribbean Report that such a charge, coming especially from former government ministers, and indeed"
ID_CVRYUE,But Mr Onora maintains that he merely stepped in to fill a constitutional vacuum.
ID_FSJUKY,"Just to give you an example, Digicel are asking for Cable and Wireless to pay more to terminate a call from Cable and Wireless to Digicel than they are prepared to pay Cable and Wireless for a call from Digicel."
ID_HYASIL,A potentially disruptive row over the number and location of polling stations for upcoming elections in Guyana appears to have been diffused.
ID_IHJSTF,"He purchased over five percent and then made some noise to try to make his investment look better, which it has."
ID_JIAYLD,"I think that the attempts by the Clinton administration to pass the Africa bill, which would facilitate trade between Africa and the United States, is one that is welcome and it has been held up in the United States Congress."
ID_ZFLGNV,"The weapon Higgs used to slit his wrist has never been found, and the court had questioned whether the person who gave Mr. Wilsham the letter could have been involved in the inmate's death."
ID_QGUGAA,"The ghost load today by about ninety security personnel at Antigua's Visibird International Airport severely affected aircraft movement and passengers, forcing cancellations."
ID_PHPVZH,I'm the leader of the opposition.
ID_QEQVAN,"We have on the line now, live from Port-au-Prince, Michael Norton."
ID_HPOOKT,Martin would be flooding and surging seas.
ID_DAJKLQ,We don't expect to see the results
ID_WDYJNP,"Well, we'll have to wait and see."
ID_TEBOPL,Teachers reject a court decision and continue to strike in Curacao.
ID_EMJQNH,I'm Hugh Crosskill and this is BBC Caribbean Report.
ID_IZKNZR,"Those words are coming back to haunt the man who said them, the British Conservative MP Terry Dix."
ID_CVLUUI,"I asked him whether the Prime Minister's firing of Dr. Cotton, Mr. Percival, puts the issue to rest."
ID_FTZJGN,and that the Elections Commission would face a logistical nightmare with twenty-three political parties taking part.
ID_QIAAXO,What about the suggestion of placing monitors in Haiti?
ID_LLQTTX,"Lucians took to the streets of Castries today, the second day of a general strike."
ID_GRXUNB,The banana issue getting agenda attention at the WTO and Cuba about to execute two convicted killers.
ID_JWFEBK,"On Sunday, they brought out a single alternative."
ID_EEWDIW,The United States says it's pulling out its full-time military troops in Haiti.
ID_VRUHTB,"The Caribbean and other developing countries will have their friends, but they're likely to be outside protesting rather than inside trying to help shape policy."
ID_CUUKBT,"Vincent and the Grenadines, Arnim Eustace, who spoke in St."
ID_FVHBAE,"I'm Oren Gordon, and this is BBC Caribbean Report."
ID_MKVNWW,"The Prime Minister of Trinidad and Tobago is playing a waiting game on the President, who still has not sworn in the Minister of National Security."
ID_SCPVOI,ambassador-designate to the Bahamas says his prime task will be to root out corruption and drug trafficking in the islands.
ID_AXTNGV,Protesters determined that Elion Gonzalez be sent back to his father in Cuba marched on the US Immigration and Naturalization Service in New York yesterday.
ID_LBZNGK,It's not clear whether she was an accomplice or a hostage.
ID_PEYBDO,Chargé d'Affaires Mr. Hugh Simon said debt relief had helped Guyana's economic program to produce tangible results.
ID_RHGDAK,The package also includes measures to tackle rising crime on the island.
ID_GTMWYU,"Dictatorship, denial of civil rights, hunger, lack of nutrition, etc."
ID_VKNFSJ,Antigua's arms controversy merits a full-page story in a British national newspaper.
ID_QFXMSJ,"From London, BBC Caribbean Report."
ID_ZTHNER,I'm Ken Richards and this is BBC Caribbean Report.
ID_FFXJZK,"For the BBC Caribbean Report, this is Leslie Gough in New York."
ID_GCUKXW,So then that is saying that each party knows what the other one is doing?
ID_ZPZBTC,He was undergoing treatment there for heart problems.
ID_LSSSDV,I appeal to all Guyanese.
ID_OKETQH,"Now, on the question of the Omai gold mine itself, are you sure yet whether or not it will be able to resume operations, or is there a feeling within the government that perhaps Guyana would be better off without it?"
ID_DBCRKN,One of the missing crewmen was thirty-eight-year-old Jerry King from New Amsterdam in Guyana.
ID_SSTGTY,"Jerry Timmons is in Haiti, where he's been talking to some of the many peasant organizations."
ID_MFRWHI,"In a joint declaration Monday night, the United Assembly called on the civilian population to set up neighborhood self-defense committees."
ID_RRVIAA,"So, it's turning to the federal government, which owes it some three million dollars, and also to the Dutch government."
ID_NGWRNI,I'm Ken Richards and this is a special edition of BBC Caribbean Report.
ID_XUFRZD,"Mr. Block, who served under Republican President Ronald Reagan, told reporters during a visit to the island that he believes the U.S."
ID_HEUPHD,I think it's affecting the whole Caribbean at the moment.
ID_GMYYGB,"There hasn't been a lot of rain and wind so far, but rain and wind are expected to intensify later tonight, with the eye expected to pass by around eight a.m."
ID_DXYVXF,The seventeen defendants were found guilty and fourteen of them were sentenced to death.
ID_QCUKPO,A new report by the US Immigration and Naturalization Service shows that more than a half of all of those deported or sent back to their home countries had been convicted on drug charges.
ID_IUTKZB,And OECA's Heads of Government meeting set for Dominica at the month end.
ID_JQCLWO,Barbadians today bid farewell to perhaps that country's greatest ever daughter.
ID_CSHDNI,reputed to have been one of the country's major drug dealers.
ID_QCFJPN,"I mean, there should have been within the system, in a critical and essential service like this, somebody ought to have at least indicated that, listen, we have a problem."
ID_ISAMEE,Mr Collins says there was no question of any impropriety over the omission on the ballot papers.
ID_DDMLPP,And that exercise will continue
ID_RMTCKZ,A World Trade Organization spokesman says it will resume tomorrow.
ID_GZCZVE,There are over twenty people who can be executed depending upon the decision of the Mercy Committee.
ID_LZVYBU,about four thousand five hundred improperly documented people
ID_SONWWB,Three police guards murdered by an alleged group of counter-revolutionaries in Cuba were this evening receiving an extensive state funeral.
ID_LDXJRI,on the latest American-European impasse.
ID_JYSPKM,"So far, no reports of fatal injuries, although many reports of extensive damage to some buildings and roads."
ID_ETMXQX,That was the bodyguard of one of the candidates.
ID_NDLNXU,"has commended the president on his clear, compelling State of the Union address last week."
ID_CCRDCR,"From London, this is BBC Caribbean Report."
ID_IVWHMG,"From London, BBC Caribbean Report."
ID_SVEPTI,The Trinidad security minister says the secretariat will be established by the middle of this year in Port of Spain.
ID_GISJHM,"They include a termination of all covert operations by the security forces, including hit squad activity, the disarming and disbandment of all special forces,"
ID_GVIPUM,"I worked with the AIDS epidemic for many years, and this is exactly the same thing that happened with the AIDS epidemic."
ID_DHZGYH,The deportation order has provoked a political storm both in Britain and Dominica.
ID_JOWQDZ,"Virgin Islands, a multi-agency task force of federal and local law enforcement officers today executed federal search warrants on three major supermarkets on St."
ID_WBIZSN,"It is unlikely to be passed, however, since the government does not have the two-thirds majority it needs to pass such a bill, and the main opposition party says it will continue to boycott the parliament for the present."
ID_DDOHLP,"The thing is that until now, the Dominican Republic has depended more on the traditional relations than those that could be developed with our own neighbors."
ID_SLZYGT,This OECS Heads of Government Conference may well prove to be a defining moment in the subregion's relations with Barbados.
ID_IFQQLQ,Mr. Nakamoto has reiterated that constitutional arrangements are in place to deal with any eventuality.
ID_YRGYDB,"The important thing is that it has absolved the political directorate and the major leadership, that's the central bank, Governor Roderick Rainford, and his closest associates of any blame."
ID_WFZLTU,This activity is aimed at dissuading President
ID_PAXNWE,"From London, BBC Caribbean Report."
ID_ODABUX,"the suspension of all security force personnel involved in the violence, and the ending of what he called all repression in the self-governing states."
ID_QKBLHA,"Today, four months later, the coalition has had its first casualty"
ID_HBRVGQ,"The Dutch Antilles slapping on visa requirements that'll affect several countries, and why the Indian cricketers won't take the win days for granted."
ID_XBLXQF,I'm Ken Richards and this is BBC Caribbean Report.
ID_CYWRQW,A United States sponsored motion which would have censured Cuba's human rights record was defeated.
ID_WXXWCU,"So in practice, most of the people there get the afternoon off in order for them to vote."
ID_CVKZQL,"There are a lot of people, a lot of the drug runners are taking advantage of the political instability and legal instability inside Haiti to move a lot of drugs through that route."
ID_QCITTV,"As Malcolm Brabant reports, the grandmother's visit is unlikely to have the desired effect."
ID_CJOKIL,"From London, BBC Caribbean Report."
ID_AEVHGJ,They have an obligation to defend their clients.
ID_EECCGE,"At the same time, the Bermuda-born sprinter Troy Douglas was thrown off the Dutch team for the same offense."
ID_LPXOGL,"I don't think that military action beyond that would be appropriate at this stage, but I think we'll have to see how things emerge."
ID_WMPOMF,A British newspaper yesterday quoted an unnamed Caribbean official as saying that Barbados had jumped the gun and put pressure on the other West Indian jurisdictions to fall into line with the OECD.
ID_XPWTQV,"This afternoon, opposition leader Mr. Desmond Hoyt unveiled his plan, which he claims will ensure a minimum ten percent annual economic growth rate and the creation of twenty five thousand new jobs annually."
ID_DCLIFM,Prime Minister Eugenia Charles says a state of emergency will remain in force as long as is necessary.
ID_QXBFAH,Lucia are put on alert for Tropical Storm Marilyn.
